algorithm,n,z,target,seed,elapsed_ms,operations,iterations,nodes_count,mismatch
LCA,890,5,0,932,0.846600,10554,10554,30,no
Binary Lifting,890,5,0,932,1.125600,12689,12689,30,no
Basic BFS,890,10,0,932,0.136100,1441,1441,123,no
TwoWays BFS,890,10,0,932,8.707700,78109,78109,123,no
LCA,890,10,0,932,0.843300,10554,10554,123,no
Binary Lifting,890,10,0,932,1.116400,12689,12689,123,no
Basic BFS,890,20,0,932,0.231900,2668,2668,0,no
TwoWays BFS,890,20,0,932,8.497100,78109,78109,0,no
LCA,890,20,0,932,0.850900,10554,10554,0,no
Binary Lifting,890,20,0,932,1.120000,12689,12689,0,no
Basic BFS,900,1,0,942,0.002800,5,5,2,no
TwoWays BFS,900,1,0,942,9.095200,82937,82937,2,no
LCA,900,1,0,942,0.841800,10881,10881,2,no
Binary Lifting,900,1,0,942,1.121600,12842,12842,2,no
Basic BFS,900,5,0,942,0.031300,151,151,30,no
TwoWays BFS,900,5,0,942,9.064000,82937,82937,30,no
LCA,900,5,0,942,0.864300,10881,10881,30,no
Binary Lifting,900,5,0,942,1.127100,12842,12842,30,no
Basic BFS,900,10,0,942,0.160100,1343,1343,110,no
TwoWays BFS,900,10,0,942,9.115400,82937,82937,110,no
LCA,900,10,0,942,0.902500,10881,10881,110,no
Binary Lifting,900,10,0,942,1.163200,12842,12842,110,no
Basic BFS,900,20,0,942,0.236800,2698,2698,0,no
TwoWays BFS,900,20,0,942,9.022300,82937,82937,0,no
LCA,900,20,0,942,0.861000,10881,10881,0,no
Binary Lifting,900,20,0,942,1.121600,12842,12842,0,no
Basic BFS,910,1,0,952,0.002700,5,5,2,no
TwoWays BFS,910,1,0,952,8.151700,74829,74829,2,no
LCA,910,1,0,952,0.808100,10539,10539,2,no
Binary Lifting,910,1,0,952,1.128000,12950,12950,2,no
Basic BFS,910,5,0,952,0.025500,153,153,31,no
TwoWays BFS,910,5,0,952,8.313000,74829,74829,31,no
LCA,910,5,0,952,0.843000,10539,10539,31,no
Binary Lifting,910,5,0,952,1.125700,12950,12950,31,no
Basic BFS,910,10,0,952,0.152400,1555,1555,138,no
TwoWays BFS,910,10,0,952,8.135300,74829,74829,138,no
LCA,910,10,0,952,0.847600,10539,10539,138,no
Binary Lifting,910,10,0,952,1.140700,12950,12950,138,no
Basic BFS,910,20,0,952,0.235100,2728,2728,0,no
TwoWays BFS,910,20,0,952,8.301800,74829,74829,0,no
LCA,910,20,0,952,0.846500,10539,10539,0,no
Binary Lifting,910,20,0,952,1.145200,12950,12950,0,no
Basic BFS,920,1,0,962,0.002600,5,5,2,no
TwoWays BFS,920,1,0,962,10.142100,92916,92916,2,no
LCA,920,1,0,962,0.851700,11300,11300,2,no
Binary Lifting,920,1,0,962,1.149700,13135,13135,2,no
Basic BFS,920,5,0,962,0.031900,141,141,28,no
TwoWays BFS,920,5,0,962,10.045500,92916,92916,28,no
LCA,920,5,0,962,0.872100,11300,11300,28,no
Binary Lifting,920,5,0,962,1.144300,13135,13135,28,no
Basic BFS,920,10,0,962,0.137400,1361,1361,104,no
TwoWays BFS,920,10,0,962,10.057600,92916,92916,104,no
LCA,920,10,0,962,0.875700,11300,11300,104,no
Binary Lifting,920,10,0,962,1.143300,13135,13135,104,no
Basic BFS,920,20,0,962,0.285100,2758,2758,0,no
TwoWays BFS,920,20,0,962,10.330000,92916,92916,0,no
LCA,920,20,0,962,0.866900,11300,11300,0,no
Binary Lifting,920,20,0,962,1.138100,13135,13135,0,no
Basic BFS,930,1,0,972,0.003300,5,5,2,no
TwoWays BFS,930,1,0,972,11.643000,108655,108655,2,no
LCA,930,1,0,972,0.914000,12176,12176,2,no
Binary Lifting,930,1,0,972,1.203500,13322,13322,2,no
Basic BFS,930,5,0,972,0.021200,137,137,26,no
TwoWays BFS,930,5,0,972,11.997500,108655,108655,26,no
LCA,930,5,0,972,0.934600,12176,12176,26,no
Binary Lifting,930,5,0,972,1.186800,13322,13322,26,no
Basic BFS,930,10,0,972,0.129900,1147,1147,99,no
TwoWays BFS,930,10,0,972,11.761500,108655,108655,99,no
LCA,930,10,0,972,0.936700,12176,12176,99,no
Binary Lifting,930,10,0,972,1.180500,13322,13322,99,no
Basic BFS,930,20,0,972,0.248000,2744,2744,11,no
TwoWays BFS,930,20,0,972,11.576400,108655,108655,11,no
LCA,930,20,0,972,0.938600,12176,12176,11,no
Binary Lifting,930,20,0,972,1.175000,13322,13322,11,no
Basic BFS,940,1,0,982,0.002600,5,5,2,no
TwoWays BFS,940,1,0,982,8.473900,77843,77843,2,no
LCA,940,1,0,982,0.864300,11054,11054,2,no
Binary Lifting,940,1,0,982,1.178900,13382,13382,2,no
Basic BFS,940,5,0,982,0.026700,142,142,27,no
TwoWays BFS,940,5,0,982,8.645900,77843,77843,27,no
LCA,940,5,0,982,0.913200,11054,11054,27,no
Binary Lifting,940,5,0,982,1.173300,13382,13382,27,no
Basic BFS,940,10,0,982,0.167700,1556,1556,140,no
TwoWays BFS,940,10,0,982,8.567400,77843,77843,140,no
LCA,940,10,0,982,0.936400,11054,11054,140,no
Binary Lifting,940,10,0,982,1.180200,13382,13382,140,no
Basic BFS,940,20,0,982,0.248700,2818,2818,0,no
TwoWays BFS,940,20,0,982,8.449800,77843,77843,0,no
LCA,940,20,0,982,0.892100,11054,11054,0,no
Binary Lifting,940,20,0,982,1.202300,13382,13382,0,no
Basic BFS,950,1,0,992,0.002700,5,5,2,no
TwoWays BFS,950,1,0,992,12.921600,120493,120493,2,no
LCA,950,1,0,992,0.924500,12279,12279,2,no
Binary Lifting,950,1,0,992,1.193800,13558,13558,2,no
Basic BFS,950,5,0,992,0.033500,149,149,29,no
TwoWays BFS,950,5,0,992,12.898600,120493,120493,29,no
LCA,950,5,0,992,0.952800,12279,12279,29,no
Binary Lifting,950,5,0,992,1.188400,13558,13558,29,no
Basic BFS,950,10,0,992,0.146100,1243,1243,99,no
TwoWays BFS,950,10,0,992,13.149900,120493,120493,99,no
LCA,950,10,0,992,0.959400,12279,12279,99,no
Binary Lifting,950,10,0,992,1.189700,13558,13558,99,no
Basic BFS,950,20,0,992,0.305800,2841,2841,4,no
TwoWays BFS,950,20,0,992,13.010800,120493,120493,4,no
LCA,950,20,0,992,0.930200,12279,12279,4,no
Binary Lifting,950,20,0,992,1.238900,13558,13558,4,no
Basic BFS,960,1,0,1002,0.002600,5,5,2,no
TwoWays BFS,960,1,0,1002,9.746300,89470,89470,2,no
LCA,960,1,0,1002,0.892600,11762,11762,2,no
Binary Lifting,960,1,0,1002,1.202800,13693,13693,2,no
Basic BFS,960,5,0,1002,0.027600,151,151,30,no
TwoWays BFS,960,5,0,1002,9.949200,89470,89470,30,no
LCA,960,5,0,1002,0.939600,11762,11762,30,no
Binary Lifting,960,5,0,1002,1.199600,13693,13693,30,no
Basic BFS,960,10,0,1002,0.143100,1425,1425,121,no
TwoWays BFS,960,10,0,1002,9.901100,89470,89470,121,no
LCA,960,10,0,1002,0.921000,11762,11762,121,no
Binary Lifting,960,10,0,1002,1.216100,13693,13693,121,no
Basic BFS,960,20,0,1002,0.251300,2878,2878,0,no
TwoWays BFS,960,20,0,1002,9.676800,89470,89470,0,no
LCA,960,20,0,1002,0.918500,11762,11762,0,no
Binary Lifting,960,20,0,1002,1.202800,13693,13693,0,no
Basic BFS,970,1,0,1012,0.002800,5,5,2,no
TwoWays BFS,970,1,0,1012,8.238600,73906,73906,2,no
LCA,970,1,0,1012,0.852000,10990,10990,2,no
Binary Lifting,970,1,0,1012,1.235400,13756,13756,2,no
Basic BFS,970,5,0,1012,0.030800,153,153,31,no
TwoWays BFS,970,5,0,1012,8.233400,73906,73906,31,no
LCA,970,5,0,1012,0.882700,10990,10990,31,no
Binary Lifting,970,5,0,1012,1.207700,13756,13756,31,no
Basic BFS,970,10,0,1012,0.171300,1798,1798,153,no
TwoWays BFS,970,10,0,1012,8.176400,73906,73906,153,no
LCA,970,10,0,1012,0.880700,10990,10990,153,no
Binary Lifting,970,10,0,1012,1.203700,13756,13756,153,no
Basic BFS,970,20,0,1012,0.286600,2908,2908,0,no
TwoWays BFS,970,20,0,1012,8.351300,73906,73906,0,no
LCA,970,20,0,1012,0.846900,10990,10990,0,no
Binary Lifting,970,20,0,1012,1.227500,13756,13756,0,no
Basic BFS,980,1,0,1022,0.002700,5,5,2,no
TwoWays BFS,980,1,0,1022,9.677100,87530,87530,2,no
LCA,980,1,0,1022,0.885400,11618,11618,2,no
Binary Lifting,980,1,0,1022,1.215600,13923,13923,2,no
Basic BFS,980,5,0,1022,0.030800,153,153,31,no
TwoWays BFS,980,5,0,1022,9.581700,87530,87530,31,no
LCA,980,5,0,1022,0.939300,11618,11618,31,no
Binary Lifting,980,5,0,1022,1.225900,13923,13923,31,no
Basic BFS,980,10,0,1022,0.161600,1664,1664,128,no
TwoWays BFS,980,10,0,1022,9.607600,87530,87530,128,no
LCA,980,10,0,1022,0.976700,11618,11618,128,no
Binary Lifting,980,10,0,1022,15.640500,13923,13923,128,no
Basic BFS,980,20,0,1022,0.264800,2938,2938,0,no
TwoWays BFS,980,20,0,1022,9.528800,87530,87530,0,no
LCA,980,20,0,1022,0.944100,11618,11618,0,no
Binary Lifting,980,20,0,1022,1.219600,13923,13923,0,no
Basic BFS,990,1,0,1032,0.002900,5,5,2,no
TwoWays BFS,990,1,0,1032,11.445000,106589,106589,2,no
LCA,990,1,0,1032,0.937000,12609,12609,2,no
Binary Lifting,990,1,0,1032,1.235800,14168,14168,2,no
Basic BFS,990,5,0,1032,0.027900,145,145,27,no
TwoWays BFS,990,5,0,1032,11.721800,106589,106589,27,no
LCA,990,5,0,1032,0.997200,12609,12609,27,no
Binary Lifting,990,5,0,1032,1.228500,14168,14168,27,no
Basic BFS,990,10,0,1032,0.130600,1241,1241,122,no
TwoWays BFS,990,10,0,1032,11.503300,106589,106589,122,no
LCA,990,10,0,1032,0.988400,12609,12609,122,no
Binary Lifting,990,10,0,1032,1.281000,14168,14168,122,no
Basic BFS,990,20,0,1032,0.315300,2968,2968,0,no
TwoWays BFS,990,20,0,1032,11.527800,106589,106589,0,no
LCA,990,20,0,1032,0.966100,12609,12609,0,no
Binary Lifting,990,20,0,1032,1.233600,14168,14168,0,no
Basic BFS,1000,1,0,1042,0.002900,5,5,2,no
TwoWays BFS,1000,1,0,1042,11.985200,110515,110515,2,no
LCA,1000,1,0,1042,0.960900,12844,12844,2,no
Binary Lifting,1000,1,0,1042,1.255600,14345,14345,2,no
Basic BFS,1000,5,0,1042,0.029000,127,127,21,no
TwoWays BFS,1000,5,0,1042,11.916100,110515,110515,21,no
LCA,1000,5,0,1042,0.983200,12844,12844,21,no
Binary Lifting,1000,5,0,1042,1.259400,14345,14345,21,no
Basic BFS,1000,10,0,1042,0.125800,1250,1250,122,no
TwoWays BFS,1000,10,0,1042,11.939600,110515,110515,122,no
LCA,1000,10,0,1042,0.970800,12844,12844,122,no
Binary Lifting,1000,10,0,1042,1.268400,14345,14345,122,no
Basic BFS,1000,20,0,1042,0.284200,2992,2992,3,no
TwoWays BFS,1000,20,0,1042,12.235200,110515,110515,3,no
LCA,1000,20,0,1042,0.981200,12844,12844,3,no
Binary Lifting,1000,20,0,1042,1.225200,14345,14345,3,no
